id,X,Y,M,V
2940,90.826996,194.41628,58.607998,0.31899613
2941,89.37422,-36.604397,104.81145,0.37525934
2942,-181.31564,-111.0508,35.051815,0.7504479
2943,-245.13858,537.4574,99.96147,0.2707128
2944,-295.5596,40.245422,36.934185,0.9474034
2945,-259.32828,185.55722,125.115135,1.220398
2946,-790.2892,399.32358,145.36238,1.6126566
2947,219.24643,-85.9587,100.0223,0.20841211
2948,9.298108,43.43308,72.01343,0.49062234
2949,109.98485,-254.69766,213.65572,0.5490388
2950,227.0964,-291.51425,5.940458,0.184699
2951,-200.81229,-64.19533,179.42064,0.3547396
2952,-373.50272,-468.68442,141.52051,0.41073793
2953,-552.4956,33.767727,194.12486,0.48153967
2954,-5.363445,-32.99672,112.94303,0.27865785
2955,89.26666,-14.203935,75.22766,0.5473091
2956,-136.51949,-60.32159,58.147022,0.58675355
2957,-1.9014353,-27.644413,79.822205,0.48565286
2958,226.51355,390.99588,112.72,0.5736713
2959,-217.50905,-193.0353,82.04023,0.5791809
2960,51.44534,-254.9925,-58.165012,0.19811958
2961,-197.63956,-220.43462,-61.279434,0.56680316
2962,40.68771,-58.242367,155.411,0.50538105
2963,123.456055,-43.660824,72.02556,0.6610579
2964,-10.177026,-111.07923,45.335453,0.38683933
2965,-330.58313,180.40717,196.01003,0.7194595
2966,1025.9019,965.45026,-27.933697,0.45305723
2967,-121.90341,-56.62519,105.47351,0.51664704
2968,40.73305,12.008073,93.961914,0.34999698
2969,-12.276459,61.00388,86.69568,0.5184049
2970,-63.612278,179.92801,-125.23253,0.50663084
2971,73.54804,-24.513294,95.16675,0.49795526
2972,-276.9791,65.49264,-83.95805,0.36401838
2973,4.0454125,-86.13226,121.89684,0.6565599
2974,-147.54813,270.42798,27.814846,1.1966448
2975,-161.13559,270.65128,118.577965,0.762845
2976,-46.157143,54.416706,61.431057,0.5593311
2977,73.36551,-5.5822716,96.966156,0.51569194
2978,-96.88246,23.262064,67.742035,0.6127836
2979,-41.050785,-69.92687,151.3672,0.80861086
2980,201.35114,-373.1615,66.98416,-0.14660078
2981,-71.771034,-132.22987,-44.295464,0.43258327
2982,183.29149,510.5493,116.31593,0.37494367
2983,-77.88083,-14.966565,178.43303,0.5020532
2984,213.17776,-31.50662,-52.38809,0.6910557
2985,10.390178,34.167183,100.406624,0.54647607
2986,-4.0983863,43.760784,51.255116,0.73468584
2987,-97.036575,-191.18172,57.31714,0.67290825
2988,-33.554745,-134.39604,18.999077,0.4189214
2989,-29.78081,-60.342785,59.578876,0.42900294
2990,235.40785,546.4522,305.53625,0.66998094
2991,29.13683,-7.395833,92.300835,0.44111747
2992,83.90149,64.55903,74.98286,0.5291614
2993,-95.5533,10.68224,34.791702,0.5746102
2994,345.55334,19.119995,-9.86378,0.6872358
2995,-191.887,120.42213,155.60927,0.92033094
2996,-46.60861,44.57636,88.73349,0.6520335
2997,274.47543,84.62109,151.15413,0.2521171
2998,-594.7969,-428.5403,-32.8571,0.71169275
2999,-272.57098,-31.116772,-29.281094,0.19309276
3000,-33.376217,107.089584,133.42686,0.5861806
3001,161.92365,61.996128,62.142902,0.43411916
3002,16.230673,-67.051384,131.55928,0.2130441
3003,-130.43585,-48.208332,124.42894,0.61264175
3004,42.836994,163.68068,30.818645,0.52618855
3005,-12.034726,18.6186,56.16848,0.391028
3006,373.87573,297.19485,115.1466,0.14252633
3007,413.59402,-71.08954,41.307682,0.3088569
3008,-186.36717,12.716229,-27.530268,1.0569649
3009,-163.44647,-238.28021,137.21628,0.65131515
3010,-1.4666961,7.4068894,70.61917,0.4850945
3011,300.23822,376.52243,96.84384,0.7872805
3012,367.6005,238.76468,101.31993,0.42866486
3013,23.596777,-49.592873,55.968864,0.2692117
3014,-285.67273,-180.68167,56.022984,0.21034616
3015,0.6520316,38.295097,292.95825,0.6067228
3016,-287.3299,86.220345,165.20332,0.42464918
3017,50.19859,112.56082,46.88843,0.49267155
3018,12.329978,-20.256523,22.559977,0.5845062
3019,-142.22845,201.10681,93.14249,0.7429599
3020,-74.050095,-531.7099,-85.36163,-0.65023047
3021,-56.915592,-58.145752,126.28479,0.46144432
3022,73.044266,134.52649,14.303129,0.47802562
3023,-52.221935,1.3491893,40.649223,0.6565803
3024,195.94794,-186.10374,93.24063,0.424941
3025,218.6886,318.50284,35.04765,0.9093911
3026,-207.91618,64.95996,200.01402,0.17631549
3027,-86.8717,404.53555,119.59361,0.7749986
3028,-87.7882,-57.070503,103.725876,0.46011823
3029,-17.20438,83.1772,92.02619,0.4394849
3030,-50.867027,-34.14033,68.09239,0.5255721
3031,163.04538,50.4815,85.99906,0.44320673
3032,-143.5596,-131.85434,366.04987,0.5984544
3033,187.37994,367.42227,163.92575,0.53094286
3034,-18.500546,89.53183,-4.212479,0.326819
3035,-176.19302,-301.10083,12.06079,0.5136017
3036,-61825.73,-399902.88,-136959.92,11.352624
3037,237.97362,83.86838,111.60776,0.5729551
3038,467.61313,886.53143,229.18831,0.21629614
3039,9.081075,-437.2323,4.2369304,0.22505659
3040,338.90628,244.97835,174.01945,0.24618763
3041,34.881767,44.803413,80.38808,0.39248544
3042,-42.937103,29.13359,15.034016,0.5866315
3043,25.678448,63.40076,95.80238,0.5210313
3044,-91.39433,33.642754,29.941025,0.5661511
3045,928.1679,494.03912,377.41913,0.3546304
3046,-25.390726,-40.745907,58.38941,0.50016683
3047,-194.7681,118.25427,105.67128,0.75139755
3048,-275.3883,598.9982,269.41092,1.3141012
3049,-105.03418,-219.95369,252.58676,0.5854129
3050,-87.53305,59.265278,47.844646,0.7370911
3051,22584.662,130491.25,31066.309,88.15267
3052,181.969,6.895586,116.100006,0.38817543
3053,80.0547,-210.67078,22.800049,0.43391985
3054,-99.52205,-30.827192,126.71794,0.52639216
3055,14.490957,-213.30708,13.698666,0.32355016
3056,-102.11626,12.977909,99.67678,0.6138925
3057,19.345098,19.159193,88.95007,0.36566943
3058,315.71457,-236.1058,95.09857,0.20338911
3059,-6.698974,4.6178355,55.56583,0.44563967
3060,49.02871,-8.127754,125.418915,0.43556184
3061,391.28973,-159.1311,240.73619,0.30049795
3062,280.6999,-34.027187,207.57,0.51817316
3063,96.30171,-51.765293,94.727264,0.5170817
3064,26.138866,0.55938894,92.21184,0.47888273
3065,796.3804,136.16055,301.66254,0.23620504
3066,-215.3164,83.459076,-112.56949,1.2128725
3067,644335.1,3980062.2,1357599.1,-16.225014
3068,80.6277,66.1541,77.43126,0.6407611
3069,71.64548,-133.2894,62.4128,0.31252283
3070,54.77509,0.41706926,92.176636,0.5073711
3071,252.84369,636.39343,261.69165,0.88654035
3072,-596.74304,-5.7002115,188.40971,1.4667501
3073,-349.72385,-661.6112,272.54086,0.2471208
3074,143.92735,-28.981146,-64.91001,0.6320333
3075,855.22144,-258.1044,182.2582,0.49114507
3076,-82.67204,-46.984295,91.92156,0.44380325
3077,-183.03812,811.1093,194.45976,0.9842519
3078,-221.72995,30.115425,146.92793,0.44928473
3079,31.111969,192.85876,92.79341,0.62082165
3080,45.42322,-23.067045,90.73947,0.45982808
3081,119.756805,21.864073,102.08384,0.43301576
3082,30.519707,-130.89244,114.73784,0.037184656
3083,-252.89407,171.7522,93.365814,1.0373068
3084,-58.816048,0.29632097,48.12502,0.6068879
3085,-543.8356,-561.3605,188.61894,0.5239515
3086,-195.32053,-203.07101,6.750666,0.25267822
3087,185.25894,209.94624,121.08574,0.47782654
3088,-97.84846,220.69434,164.92577,0.60766405
3089,61.401257,-276.6321,180.32448,0.61395735
3090,-0.17106971,-207.19537,31.234177,0.73070234
3091,-132.97751,1.5128676,122.302536,0.7837216
3092,47.60364,168.95195,-57.217525,0.3489825
3093,-31.636879,-86.40089,97.59456,0.36499447
3094,5.1843066,245.31099,-34.488113,0.45650095
3095,-190.38422,-337.10233,-20.92377,0.08820909
3096,104.13418,-46.660618,58.113823,0.4713468
3097,176.17499,-93.69878,130.45792,-0.3442555
3098,-52.2469,-253.51193,84.57547,0.5437717
3099,-43.03859,-5.253766,17.26984,0.44933823
3100,-196490.77,-1214243.9,-387494.8,-148.62344
3101,66.602295,12.800397,145.86575,0.6547865
3102,220.61658,134.98798,-43.939827,0.94687575
3103,-8.889737,-12.368645,78.5986,0.4716528
3104,913.41394,-141.16335,139.8196,-0.22939211
3105,33.89414,-68.65296,181.14342,-0.26831585
3106,-11.935029,69.237976,57.870075,0.5064302
3107,-72.20157,126.43762,108.36669,0.6804797
3108,-288.05615,-50.418747,159.05281,0.6722843
3109,-53.83423,135.63382,246.94736,0.6215386
3110,-53.083424,13.877549,107.69329,0.54234415
3111,-876.8242,38.597122,47.32824,1.1805182
3112,-61.029903,569.31976,1.6603234,1.6209831
3113,91.45151,-135.45789,338.47784,0.7801427
3114,-23.655655,41.85145,95.0582,0.63746303
3115,-13.913362,49.47465,95.76322,0.5699081
3116,-68.64037,149.08743,136.13205,0.8288397
3117,9.125733,98.30659,16.785267,0.5774923
3118,211.73901,303.69104,-21.905071,0.5813469
3119,3.7216878,-14.99367,22.088709,0.53652924
3120,282.06686,-19.55442,197.43211,0.26973242
3121,88.15965,110.89645,78.66681,0.5384818
3122,53.326782,105.514656,6.057116,0.66094846
3123,478773.3,2902465.8,946297.1,274.98593
3124,-13.838191,-45.06498,10.498815,0.5199397
3125,64.64562,-5.5827475,10.251163,0.61212426
3126,-244.59244,2.511802,67.06324,0.5824954
3127,122.70637,42.67877,56.156788,0.20102805
3128,23.097046,364.6086,45.964123,1.0415883
3129,689.3341,163.2389,282.82907,0.40341848
3130,95.58866,-440.54178,212.89645,0.16025633
3131,-41.296757,37.45197,91.18032,0.52696174
3132,475.79816,1041.6003,239.34409,0.8171615
3133,187.18307,-128.92624,115.597275,0.46575636
3134,450.9042,-194.71703,167.2255,0.34641165
3135,136.04211,95.79762,100.51316,0.50788635
3136,47.122215,98.41437,-15.663714,0.52526563
3137,-229.3045,234.51086,-3.5002506,0.94803804
3138,507.48004,12.640477,153.73094,0.2888431
3139,-879.1953,157.10352,-153.51111,1.7385893
3140,-206.32607,148.78981,97.043335,0.6672501
3141,134.24646,3.0114768,28.776352,0.45797032
3142,-130.22432,-79.6259,56.1771,0.6969647
3143,-58.63918,2.2110631,129.82349,0.44472975
3144,-238.43575,-366.55118,-36.005913,0.20367521
3145,30.341652,-60.89649,128.9016,0.10172838
3146,-73.83516,-2.7742076,42.76598,0.44775933
3147,84.22198,3.2989848,113.22997,0.41395372
3148,51.693207,-6.8650923,92.43224,0.437653
3149,-129.4387,118.32538,114.013,0.64556354
3150,-25.648945,-86.115395,10.510742,0.49890274
3151,-4.953353,175.42636,85.18481,0.6985566
3152,-42.08782,176.95972,2.8888352,0.4444117
3153,36.819447,60.078403,68.82765,0.443129
3154,-88.40899,-2280.4688,-429.47015,0.20522779
3155,160.32118,61.00207,119.230804,0.64712137
3156,0.33297834,42.787224,80.576035,0.5124145
3157,108.49466,171.31085,81.87666,0.43416423
3158,-33.272545,-127.45685,95.13744,0.36362118
3159,12.836745,-216.11102,149.26337,0.035704553
3160,588.56995,-41.98769,41.596287,0.48750967
3161,-12.277701,102.84485,70.44593,0.596098
3162,-502.62262,621.7037,210.20695,1.1347284
3163,26.02635,78.55098,112.56319,0.4994561
3164,57.3489,32.32408,101.93378,0.50866956
3165,116.10402,171.18733,107.57216,0.766287
3166,66.33975,-74.08684,19.690802,0.53459066
3167,8.358485,61.76765,65.03726,0.55798787
3168,301.11417,178.06262,195.7484,0.54067224
3169,-16.926043,7.365409,94.60064,0.41706055
3170,-175.33334,72.825485,114.35846,0.7560188
3171,-22.65338,-71.8684,88.73366,0.34385198
3172,115.66585,-34.30163,108.684494,0.38776916
3173,219.46133,-262.24963,150.29845,-0.27299982
3174,-260.76047,-67.05386,57.045444,0.7294547
3175,18.47156,124.595856,-79.338684,0.7321617
3176,92.59299,-85.22349,118.90958,0.26350254
3177,120.44593,355.418,-3.2408493,0.1687712
3178,182.68323,-108.2908,47.551483,0.2246303
3179,120.25275,270.5917,111.80483,0.5882825
3180,-48.950016,128.18065,27.507828,0.5337538
3181,30.775011,20.160622,37.435387,0.75247186
3182,259.36307,-20.741238,84.062485,0.253735
3183,-42.564632,27.807312,57.5324,0.48378712
3184,369.61743,263.5405,120.19613,0.44475216
3185,219.55423,268.75546,263.13452,0.42779058
3186,126.01907,129.61932,77.6794,0.30020326
3187,271.57352,-29.759855,175.3579,-0.10220343
3188,-7.033028,64.84831,97.3389,0.5764405
3189,-5922.786,-40937.99,-9941.591,-16.016396
3190,-46.280163,-92.29695,17.512653,0.35905617
3191,137.44759,-206.60397,147.75006,0.38600343
3192,-59.955013,-592.46014,247.59903,0.52215093
3193,-282.88812,-296.82355,35.024586,0.66509193
3194,131.45059,205.24239,80.19828,0.45370573
3195,-361.55637,-28.081291,92.890305,0.63125795
3196,6.9650397,-28.827385,74.044876,0.4768147
3197,-65.49358,-40.271885,63.79283,0.5775718
3198,103.7136,47.561497,159.91875,0.14350313
3199,209.258,-140.34467,132.40695,0.43515962
3200,-47.262955,-39.486317,107.27198,0.5700235
3201,117.96363,106.60133,80.32515,0.32874483
3202,31.369728,-216.7586,113.332504,0.24019521
3203,-89.98083,-40.123695,6.3166356,0.56538385
3204,-33.962753,-35.714523,127.961815,0.46925825
3205,49.20109,8.664075,-45.660526,0.6315753
3206,127.65567,421.23837,178.00984,0.91807216
3207,352.4066,352.9378,120.09988,0.89445204
3208,808.36554,56.45719,231.5903,0.21905416
3209,-26.980968,-78.63608,127.3756,0.22503752
3210,-938.66364,611.5556,166.62111,1.0975084
3211,-274.85953,132.86583,9.328063,0.9881095
3212,-108.68204,55.510197,-63.015583,0.574943
3213,-30.38256,11.428626,12.30643,0.7344202
3214,-5.478769,-96.95119,113.71816,0.4214911
3215,1535.8829,8280.087,2832.42,-0.6657782
3216,-333.59158,395.45715,-7.794995,1.0702429
3217,966.0277,4607.085,1098.4427,1.8741045
3218,-138.65778,-17.462887,12.05365,0.7305606
3219,-51.391106,-56.54234,7.163743,0.42450958
3220,-178.1806,116.584335,-70.897385,0.3935532
3221,-0.31576547,-241.25859,50.31563,0.049277246
3222,-221.70506,140.90436,162.6433,0.5205459
3223,211.35037,11.289698,4.2349954,0.36450952
3224,46.287876,155.59296,-170.78041,-0.10078722
3225,49.32841,483.14658,105.67922,0.9990205
3226,14.772562,73.23146,150.58379,0.47286004
3227,328.2181,-301.78278,115.89013,-0.3407145
3228,542.92993,-60.458008,-42.86266,0.29937357
3229,-352.53766,342.6243,178.0473,0.6156377
3230,720.9387,-202.31314,93.5679,0.0775041
3231,33.464035,-32.39256,15.828116,0.51604885
3232,49.785267,11.935294,102.2798,0.54026145
3233,-56.242786,-208.5643,64.92669,0.24428028
3234,58.83302,-145.13995,87.16925,0.5084314
3235,-49.690952,-66.5879,104.14731,0.4668278
3236,87.60808,-260.9755,254.4772,0.8773927
3237,-382.1136,51.041626,102.728546,0.65234655
3238,288.1449,-428.605,190.3287,0.18833631
3239,-83.68599,264.72574,245.26581,0.8122944
3240,183.95166,-259.48032,41.09084,0.28394502
3241,-496.9127,157.2325,-58.38009,0.5867452
3242,199.41467,-172.54254,-39.44103,0.3804292
3243,538.50146,384.3587,149.31705,0.28624958
3244,356.98422,-75.535225,113.10068,0.18605989
3245,28.261875,313.38385,22.745777,0.7557215
3246,79.16957,48.586395,116.55618,0.5258104
3247,-71.72571,-16.870937,218.87886,0.4729914
3248,200.40176,-45.543835,78.81659,0.3769278
3249,-282.83163,10.886429,117.416245,0.47532243
3250,-501.4587,-22.516895,224.47581,0.6340098
3251,-481.96222,26.524633,170.148,0.52088445
3252,-14.490445,22.219254,56.122562,0.44757682
3253,152.5565,-286.53653,-89.62642,0.2561559
3254,-29.477312,-41.524635,76.1369,0.5243651
3255,748.9437,100.864204,184.42804,0.38178724
3256,40.386913,-183.00307,35.15524,0.1122331
3257,24.752968,-171.15793,-149.06047,0.56634945
3258,125.90607,305.9628,-192.7755,0.11067003
3259,-583.18066,773.23663,31.45472,1.3967047
3260,189.07918,-69.85494,28.672173,0.04494661
3261,60.85067,122.22357,-3.1177156,0.5918042
3262,310.17685,-196.4186,-33.02253,0.257451
3263,545.1122,120.65228,100.45057,0.047052324
3264,580.55664,2019.7188,479.89902,1.6559954
3265,-453.23996,-267.57294,77.25619,0.67525953
3266,-231.93019,-132.62059,135.94196,0.5806207
3267,-117.08719,-77.357506,173.9448,1.0166128
3268,-202.48131,16.95409,222.2094,1.0584302
3269,-324.9985,-54.659496,96.650055,1.049099
3270,-62.054264,-305.01602,12.9430895,0.059359014
3271,25.362034,279.69418,105.846436,0.60806984
3272,184.31432,64.38263,104.97981,0.6349506
3273,-63.13236,-78.61743,106.43178,0.51819843
3274,-66.469696,-206.96397,-2.668203,0.3227033
3275,-485.20728,-45.43249,39.810112,0.9285278
3276,22.401302,191.59569,31.095188,0.5386788
3277,-48.313534,345.88354,130.81871,0.7156977
3278,213.13557,189.60132,104.93892,0.41870373
3279,-663.82874,-66.3461,58.98646,0.39490217
3280,-113.425186,42.444057,68.320625,0.59250444
3281,184.9437,111.96303,249.24118,0.64664215
3282,167.80157,-190.16443,-76.193275,0.27471298
3283,3.857556,33.52917,74.38584,0.44292706
3284,-610.0109,181.31317,48.72885,0.6487741
3285,62.61163,-16.473192,119.018234,0.51862854
3286,-202.76508,274.97708,30.787666,0.5110406
3287,135.32924,-43.41336,62.744648,0.41751808
3288,10.567754,105.59124,-38.65034,0.78217274
3289,78.27284,-123.47288,56.985775,0.18281168
3290,-119.24355,29.721869,147.56221,0.49764746
3291,264.3127,1278.1279,370.34082,0.9062967
3292,50.554302,-71.65066,47.26201,0.48078817
3293,43.96216,-51.024815,21.381727,0.21128839
3294,-240.82863,249.14313,123.91002,0.88342756
3295,-8.954854,225.78448,-19.241632,0.28905433
3296,-541.27734,-109.07646,-42.797222,0.9370832
3297,-931.032,298.18973,-59.223454,0.87023634
3298,-345.87274,281.9175,208.7823,0.8611993
3299,663.07697,-302.48956,254.61174,-0.020155966
3300,-170.32938,219.09164,38.139126,1.0617981
3301,432.3154,269.30325,86.19655,0.351345
3302,-155.73227,79.77229,60.74139,0.8613102
3303,-10.030445,-7.5690365,-40.721165,0.59751606
3304,568.1647,80.56989,257.40466,0.07223123
3305,139.0716,136.12633,141.46245,0.4385094
3306,-188.90031,81.199,241.98143,0.7570202
3307,-21.178852,-4373.552,-847.198,-0.0022345185
3308,-45.108856,57.351494,73.7616,0.58739036
3309,123.24719,107.8186,74.34154,0.47760266
3310,-556.1378,302.3486,165.38033,0.78502935
3311,-14.954145,-51.519844,215.74663,1.6210794
3312,125.33368,141.41312,92.30286,0.44196576
3313,19.711267,27.153084,75.79855,0.56469434
3314,-229.48541,126.917305,-84.74419,0.35183805
3315,-3.6401749,61.765827,59.338726,0.45932764
3316,271.54532,-22.340908,163.60445,0.15776628
3317,-240.39435,414.00565,176.4057,0.9777822
3318,558.0416,-213.46094,51.469563,0.3541383
3319,-118.16876,444.99457,30.377419,0.17536062
3320,235.87381,-37.96136,90.13762,0.680644
3321,-235.39664,78.348015,-40.583897,0.5560803
3322,88.03862,-269.2534,41.41579,0.034874856
3323,-149.09491,18.51654,117.90516,0.5907232
3324,-35.995945,11.318322,65.406876,0.46493316
3325,58.696266,51.93252,98.28784,0.52344626
3326,6.9164176,36.259914,82.14064,0.48044688
3327,65.175415,-19.866909,108.12145,0.39909548
3328,67.31966,46.112988,109.26785,0.38174814
3329,87.64192,-124.688034,46.12095,0.24359125
3330,85.13855,341.13516,199.55046,0.80482334
3331,122.41417,151.03777,31.110859,0.5736982
3332,-388.05643,113.732414,102.699066,0.37895578
3333,-354.00027,137.28625,202.99727,0.63817114
3334,-227.22159,-62.245953,91.52518,0.70803064
3335,13.507335,66.429375,90.29863,0.615876
3336,-126.23384,-131.78217,163.99553,0.61861414
3337,45.523327,-128.65207,62.547817,0.4563169
3338,127.22261,35.689266,140.54637,0.6716079
3339,345.04608,-271.26566,176.43834,0.6197652
3340,-6.263287,32.682423,87.405304,0.5290181
3341,-1.9356302,38.134007,146.84138,0.6859595
3342,-92.591736,-105.85756,143.1106,0.5449831
3343,-82.77566,-52.426476,120.70108,0.65098876
3344,-140.65005,-73.88037,-54.454254,0.9895095
3345,-48.030384,-54.68909,122.16805,0.34995836
3346,-410.30002,232.29803,100.548004,0.82693094
3347,504.50717,405.28714,265.74875,1.0221896
3348,-122.19535,195.00682,50.208187,0.78814787
3349,-292.90982,129.67569,73.78223,1.093863
3350,-312.76553,-98.01977,-26.200191,0.56084913
3351,-278.588,380.2124,109.329025,1.0627184
3352,94.520996,-33.489365,85.797066,0.41560596
3353,36.215797,-212.3133,101.98604,0.048942506
3354,-177.37346,-263.18216,178.50447,0.33740896
