id,hhb,hbo2,ca,na
10038,8.278239847522121,3.9858616655485624,9.017778803022162,3.282320758067249
10039,7.6695460376945634,3.9129057058641257,9.12391995703013,3.0952604900064364
10040,7.81520790081175,3.9359200120353868,9.198495873823576,3.2202083719561228
10041,8.5419122168688,4.085522540686676,9.240705316432532,3.112380754773076
10042,7.770386173810552,4.0872383335394895,9.021315718801638,3.179452202902787
10043,8.324528634095595,4.175608108043767,9.19149552454739,3.0630411771514243
10044,7.949373893740121,3.9203759603203436,8.681549311791095,3.0802539011563246
10045,7.275460428418318,4.073021511154394,9.659066697584361,2.9251457379147667
10046,7.949541703053593,3.9392105431816256,9.232755571441055,3.0724691627940914
10047,8.201796765830958,4.015274448764969,8.867620409465367,3.2631997345828374
10048,7.529059051319399,3.92611858425047,8.46404999235701,3.2309652658121215
10049,8.1200870132431,4.03454295822032,9.07607423142514,2.9194521345209825
10050,8.625202305654772,4.230139299959232,9.1324253416945,2.9268731430122537
10051,8.073473351512288,4.07926585184045,8.651585734616805,3.213645561962586
10052,7.553639392250003,3.881069098560856,8.808958785344617,3.2352059448233543
10053,8.267156638219891,3.9687833663368357,9.375220251536991,3.020681552111261
10054,7.722525647898447,4.065899309598136,8.816064908575285,2.884588712062399
10055,7.616386169946331,3.9700666967134373,8.432399261557698,4.213771036952647
10056,7.796296047832096,4.049019825853815,8.982664065178094,2.859575519203773
10057,8.176405864819033,4.084995540139936,9.077636831811365,3.1886988386672286
10058,8.15368160709169,4.089771177903277,9.104309329139555,3.130032007934288
10059,7.94238358034702,3.832049330141162,9.635430438879961,3.2534702264738726
10060,8.117973720741325,3.9783311830107086,8.699804843416933,3.1823088441213954
10061,6.597572779572209,3.8411013861730714,8.690982887125987,2.464085085798287
10062,7.70833757068702,3.802049996006493,8.812449389475324,3.155987733563834
10063,7.63804449457931,3.9615885265941975,8.756950295140978,3.145112260432316
10064,7.986559273471274,3.962072847839342,9.054044777173221,3.194335624564427
10065,8.059738747790727,4.085103759623076,9.188914663758103,3.117087414113947
10066,7.674450797324662,3.846295010053343,8.775367223562778,3.297416572154612
10067,8.281645070009663,4.017673459798429,9.368965231275034,3.094472528302899
10068,7.4827199016379815,3.9587966889095374,9.167282656345206,2.988038232521825
10069,8.495660808994478,4.179450902454113,9.174402288775903,2.8900636473567154
10070,8.463679556403884,3.966591351644368,8.963034152736224,3.0603765964250695
10071,8.049223838066082,3.955270941442318,8.656550403944374,3.02986003075238
10072,8.22266190850299,4.053301817578396,9.438582890305316,2.779649277234741
10073,7.621767665303943,3.961714582681645,9.008173300036534,2.9883063023333825
10074,7.641543393966872,3.916207180500451,9.002305225538233,3.2451923676762826
10075,8.557823303613496,4.188213439602049,9.190596110040753,2.6293644177043665
10076,7.7496763391282535,4.080891922237861,9.53423157418842,2.9194299634986898
10077,8.248871083310458,4.009107700556404,9.217585538414497,3.1957451811185975
10078,8.158589658582866,4.151899814067718,9.14965890411265,2.940258786137403
10079,8.434946553576333,4.031970010007174,9.25249042801065,3.0273525330989086
10080,7.930540691804164,3.982664966690602,8.964442993455581,3.1443046744367797
10081,8.00286895228905,4.12481116192946,9.032228730582817,3.126936072597795
10082,8.119802563139643,4.064462806734699,9.038002028380948,3.0383821858811926
10083,7.538391846182401,3.994418280639386,9.083528452934925,3.0806920948881773
10084,8.48741577871909,4.099776987485425,9.040327338583463,2.9578972250196593
10085,8.447817015473175,4.137594956248902,9.204794575641898,3.0119118351179766
10086,8.226914227716422,4.154609664545078,9.381186218212031,3.0324111609871975
10087,8.357231878791131,4.042610400270021,9.414646424033275,3.027699966918
10088,7.577107119303507,3.9891683781329377,8.395405865775174,3.2717405297290294
10089,8.139607081035459,3.9945996709428404,9.417414612758911,2.9161191967361226
10090,8.745283849417794,4.070350310896557,9.104761465705131,3.0916575949923093
10091,3.899896138802344,2.8143084965944665,6.673623198011769,1.869027404437396
10092,7.298314570715487,3.1302482132774943,9.478642241358406,1.8514378426739309
10093,4.935963898368241,2.2221904305237152,11.495042868891879,0.13617435523062493
10094,8.284468589918443,4.060144801254472,8.939657440527373,3.146016366121569
10095,7.629378803366283,4.002683198126212,9.174224026972292,3.0394789983563313
10096,8.023894032626576,4.0191997533074675,9.042797555104354,3.1385125791671546
10097,8.414960941544779,3.9427586245352213,8.91942937572646,3.2609986342601442
10098,7.884381013224771,3.9351072712691884,9.080241684712325,3.017510213442733
10099,7.80054892796289,3.9622081546440855,8.810269437420814,3.0393062920585154
10100,7.888289034098755,3.9567441315426346,8.77695942673924,3.0497227215650997
10101,7.685150161049038,3.904340423939725,9.213840129260632,3.262381466444125
10102,-13.616855703284571,1.7313590697500874,15.69742474169335,7.545358688364796
10103,7.931444519623858,4.017342555297821,8.658950154721804,2.9907878521863838
10104,6.349194376793427,3.2192241212031316,7.157158393099181,-0.43497717747253395
10105,8.593842666999405,4.011094786044642,9.26288976478453,3.03970716213725
10106,8.334225584685976,4.056378150229438,9.254983416529935,3.0357734501136955
10107,8.317697480461234,3.8747607440791336,9.016864717870723,3.164610196856792
10108,7.548385820438508,3.9748152851675025,8.518409644801698,2.925739644130241
10109,8.21464958133536,4.0456852846584095,8.862323543410106,3.1414639826576534
10110,8.504938041733809,4.140125869967061,9.575741788053879,2.8344924443750528
10111,8.274159249395483,4.102741353305571,9.028433174534044,2.907477715448403
10112,7.6595276850694,3.818153354702072,9.09826730029013,3.120269764196058
10113,8.399942318478466,4.0291132788524635,9.141545290397026,3.0956050149236294
10114,8.604981869723428,4.1963840420521725,8.956791363681178,2.9578283824991494
10115,7.822341745831961,3.9876557602703246,8.757577401334625,3.008513350292937
10116,7.652949213454078,3.852500512322666,8.833718076377764,3.014659725867451
10117,8.051419622263763,4.049813496453753,9.100742414134295,2.928746372311155
10118,8.384741828686435,4.249405554670179,9.524285899748056,3.0660464243769256
10119,8.408906429383023,4.009237931840478,9.26557392041508,2.8381871080384786
10120,7.888263137176529,3.58285680702089,9.634780061728025,3.630826890124152
10121,7.541010509529991,3.770052278861215,9.243876372260528,2.9934251609164813
10122,8.616375911637501,4.030903327401296,9.066871944147431,3.039413047269188
10123,-0.4193967449927971,4.526039275999422,7.084836015326058,0.6745810772304801
10124,7.909218312587911,3.913979266963635,8.88008761148141,3.1291718269987974
10125,8.307296465376515,4.020922020271708,9.304465170317002,3.0646582792364416
10126,8.640706659040351,4.21904539945502,9.627670824061898,3.170044084904369
10127,7.73794443638145,3.966462143283605,8.832944130971363,2.9716024581391496
10128,8.40799446101886,4.025418388271055,9.075658473424326,3.0231159211933103
10129,7.579251421634431,3.970765181717373,8.65964297641496,2.9946314982369096
10130,7.089246050589594,3.9500654162046716,8.114654070761924,3.2135289765888158
10131,8.085223837914537,4.1817372021816475,9.256738538952254,3.0497431470327774
10132,8.534381376230186,4.093637704984189,8.709360754558023,2.9913254144610595
10133,8.423286005719342,4.1217557544533605,8.984910767830725,3.03451152694813
10134,8.380334666374289,3.9803991824724005,9.366329021791637,2.982790234809844
10135,8.391381109217692,4.104230629515943,9.269838429376945,2.95065773077542
10136,7.837528620619883,3.8850129508316247,8.837810478525466,3.072627303790464
10137,8.353735177996128,3.957581387580715,9.291674207912974,3.280455371534871
10138,7.851398786932416,3.9875777691314935,9.30369863210611,3.1788682752966553
10139,8.652224573309931,4.007601047946712,9.182219779896204,3.0635803950174396
10140,8.175444012262366,3.919218406881848,9.361094706517019,3.020289940041085
10141,4.201164102283672,3.293308685658802,6.5560277883618845,5.693576077045318
10142,8.229312557103441,4.045637915908839,9.269117228760082,3.1024348067384895
10143,8.19063761990222,4.075738515573034,9.341898129902138,3.021378876605065
10144,7.470035532024951,3.874519035417121,9.14633017062953,3.0825412189641037
10145,7.7500090997418365,3.995390977855356,9.259252694234481,2.939431640677473
10146,8.332298305904382,3.8508364712907484,9.804091593229751,3.2260113528663057
10147,7.8219971604009,3.7289512427993166,8.975130398882989,3.2057677006220486
10148,8.084594795824046,4.091481474964932,7.9805845358969725,3.331954788296957
10149,8.131975009433491,4.013346877952829,8.851458662323163,3.2052779406972114
10150,7.917277214246321,3.950355192326731,9.270680833702075,2.895837396336407
10151,8.180641782436696,4.039747002208666,9.392317581108037,3.1099332595622435
10152,8.452994247857353,3.569678367538032,8.012113951138817,2.8283283641834323
10153,8.187192672466871,3.9762480528724278,9.612924551149229,3.0619631213317597
10154,8.58785158993803,4.106105907317855,8.991292303851575,2.9735416432469806
10155,5.555119294017304,4.252331422472542,7.7775220239607865,2.516293631407234
10156,8.201730618391393,4.025028383179665,9.00695913129479,3.0733799736804857
10157,7.8921528953048705,4.068824005801395,9.10968049932566,3.1124313532602197
10158,8.237125016180894,4.134778072223555,9.307462689693251,2.959501735558224
10159,8.548901081557435,4.057141108614605,9.045400462542919,3.204136153520066
10160,7.670004110384789,3.96881890088607,8.862993815483966,2.9611174335849193
10161,7.764930622271297,3.953596760129634,9.120165852122174,2.9502437244171964
10162,8.28026713855827,4.1542330843872906,9.202068287689762,3.0002366868859744
10163,8.553653473658455,4.067938801718137,9.208370532951408,3.128160145310407
10164,8.05026636746305,3.902255317615459,9.01497790801639,3.123826458097206
10165,8.367201438400887,4.00603321201492,9.0372672047129,3.1809521242653833
10166,7.700967027758784,3.9232474528530052,8.502660557777535,3.1859758031261216
10167,7.868135077001826,3.912155546064919,8.940217308544925,3.276815933676018
10168,8.28553385703205,4.1339626938703455,9.223613594970125,3.162481701330826
10169,7.728431244130977,4.146653799804031,8.9654710895466,2.9346290165126914
10170,7.736852060072802,3.768118299851464,9.003686616593255,3.087462496816738
10171,7.9073129809346545,3.9982686074724505,8.740680582053518,3.037330375305526
10172,8.309967990828255,3.9557295686795113,9.336290258542814,3.120219351073107
10173,7.609757088995601,3.9858071215212045,9.102071498492446,3.074716726761139
10174,8.336796426268892,4.131291070265638,9.197864766267214,3.1279103022516614
10175,8.420788372620228,4.12724387819637,9.203262411698104,3.0702480417162255
10176,7.5972995954835065,3.8904138997120112,9.070001218426423,3.0664279151027403
10177,7.659178383004741,3.46933508830232,9.144234125230888,3.8126602340830154
10178,7.902290641645938,4.025316886356544,9.1291305011185,2.779298859267681
10179,7.9697172329703925,2.8625425485554574,8.824696555230997,3.0318970167907926
10180,8.099841912529609,3.9401680568371344,9.118685267452507,3.0549582599087226
10181,7.8340397961586605,3.962981771817684,8.756494765202685,3.072922068792718
10182,7.440669484148863,3.9657005174011055,8.860793928001693,3.0518885130768774
10183,7.9944210637442605,3.948123101836445,9.10173651922571,2.8943523240802356
10184,7.42307486697584,3.9016417310940277,9.543318083916912,3.1251627968038407
10185,8.4243223319941,4.091320555727144,9.574330424500442,3.457582256401788
10186,8.0870328961668,4.125685937241673,9.450629558333388,2.986473711271107
10187,7.939006973618888,4.061617261611327,9.16633850832646,2.904732384600432
10188,7.416280239772956,4.022430278893723,9.146504177023289,3.0473704205709424
10189,7.931489057511217,3.8402018556368676,9.225809548195617,2.893629837576974
10190,8.567575191491875,4.15935927636383,9.149020119198772,2.9459032076986427
10191,8.168166131626657,4.01226977185207,9.592445282949042,3.04686610430553
10192,7.868753410449844,3.9876488138851975,8.814408085123398,2.966500263574014
10193,8.086451554718113,4.147320180816401,8.948131507588398,3.013888610614151
10194,8.087669002174858,3.7512741108311896,6.467090768615179,2.720684051236047
10195,8.5032115826432,3.9714309394055824,8.953027643165244,3.1577779614746255
10196,8.413150837256083,3.935779018193002,8.83746543849397,2.9325380689911955
10197,8.704598389775605,4.182678481540141,9.006122642389892,3.1532644287785443
10198,8.179261758241584,4.115889874161698,8.778412040993677,3.226174527996132
10199,8.110380415721995,3.8474937395742757,9.619045992216265,2.9095534361926143
10200,8.392185458498258,4.193702479240772,8.957718929296789,2.9210855741776207
10201,7.730237459172424,4.020894181577805,8.835288645271719,2.9601631452958332
10202,8.189565747819309,4.157491916605182,9.312065037014818,3.145875186931529
10203,7.5625653832718465,3.7609611386050634,9.216235397696293,3.0192497872080315
10204,8.317511375583033,4.121966987219175,9.072658250260114,3.100509198573336
10205,8.394766740122208,4.060838448892203,9.455689839474633,3.1419691338326956
10206,7.254942583766185,3.8264070108844024,9.32509590350408,3.0466694153319733
10207,8.240208147614695,4.003285078595318,9.20136719287866,3.0075777818141565
10208,8.22112268571192,4.090508315176367,9.479372628271863,3.163247852136127
10209,8.39571928873626,4.111347528188673,9.215420913279617,3.012633758038494
10210,8.162243567093931,3.713086049884389,9.280229909130664,3.2481538064779247
10211,7.656416798354154,3.9704138461934075,9.451491559648137,3.1342881229166957
10212,7.7933358029670465,4.078132477384042,9.25712268396275,3.1471480468708064
10213,8.439533443545598,3.9957618635531533,9.40991647894201,3.252909542735882
10214,8.33416938787466,4.271702673352797,9.124507368632004,3.2106613990899318
10215,8.143661217775325,4.115078659988838,9.078201175239439,3.284883989727033
10216,8.49836042515346,4.149627515130235,9.210016528764083,3.026062065850586
10217,8.084878010508417,4.111658436895118,8.97515429424835,3.0337510470865263
10218,8.289901814547273,3.9223863370658343,9.374062613693958,2.8793559398313113
10219,8.52492878882943,4.144507502546793,8.883791851470827,2.920907907181792
10220,7.69377485819867,3.9573815975432383,8.859471126918539,3.0518298156342807
10221,8.288509203601736,4.154141362663946,9.029954093655785,3.0851957881750103
10222,7.809410210820905,3.9938374449650214,8.897173101667063,3.1687564046269077
10223,8.433677980481798,4.0441631995799945,9.412197515215254,3.113771737836761
10224,8.151656721272483,4.072403273424345,8.891984735813775,2.9614228003287155
10225,7.490428009084198,3.826463472078535,9.041918207113195,3.036815666365622
10226,8.462540387386161,4.12921443478331,9.102012512487402,3.0668036087026604
10227,7.459584284676065,4.0757067013066655,8.22862228952404,2.911174818718697
10228,7.8712295934314245,4.0411152565481645,8.961349494745495,2.9806158673635226
10229,8.11860838888704,4.109634681939501,9.352141286327358,3.0218167444671598
10230,7.9380197508280235,4.072294299743543,9.310807386688433,2.9448242142526815
10231,8.542425131684938,4.123393701416453,9.136762719390319,3.0557147935913354
10232,8.330920864055033,4.051319052154677,9.17874441753788,3.1833783943451244
10233,8.308436249949773,4.09737269083624,9.332574990406787,3.124820445863538
10234,7.7872616823278475,3.888280083852615,9.017666192140643,2.9879521890874203
10235,8.241571051420202,4.116324850830609,7.91831967725304,2.6249512494607736
10236,8.770538872801168,4.259446554655119,9.18438450587806,3.0917792930645502
10237,8.088058609072084,4.105408048655254,9.286045439047308,2.90180727526963
10238,7.583718011058839,3.9121227796339273,8.8996552456616,3.1560516173976585
10239,8.222981072424,4.093900617850814,8.897557485675522,2.824332448289615
10240,7.473255807356145,4.035836831761958,8.30543910837002,2.941395440165465
10241,7.68831732568356,3.959283680238155,8.973413352193539,3.0717989448476923
10242,7.7805452184887205,4.115802157522649,8.637617504952813,2.1115815482818796
10243,7.79787944470054,3.9952270874628555,9.03927287148701,3.0059985843493164
10244,7.93031302572314,4.119059244887263,9.140570934698822,2.9657913301626913
10245,7.604711423965391,3.900837784596153,8.953609862230698,3.0010875467447096
10246,7.57893771875374,3.94669635526248,9.202285315446092,2.9440158529676754
10247,8.212609499142014,4.077484103830852,9.278974366383144,2.7737284833480937
10248,8.552175220895702,4.058444115417695,9.46366628126623,3.169397254124174
10249,7.827019579344244,3.945561138612359,8.63434807502494,3.093853530196524
10250,8.064026557830442,3.9013375615699903,8.849315736693809,3.149221626342469
10251,7.566868763163188,4.084893634028267,8.949622416001622,3.2662344157418395
10252,8.03034460422742,4.009574693236186,9.503895377191407,3.1767489389745878
10253,8.390679876766841,4.025328204403144,8.944255379613885,3.187135768292481
10254,7.930543265456445,4.016783782166872,8.736979874616488,2.9599046942456155
10255,8.023766226658417,3.9971927591551806,9.012956613629445,3.0678003949007078
10256,7.664077899553006,4.002886309698295,8.729947103311343,3.1481461099036987
10257,8.616479356895592,4.099509935208638,8.885281857155345,3.2388053214010735
10258,7.938062532411814,3.9454256685631415,8.709719539963892,3.138285783185701
10259,8.187866513582607,3.9149389980785303,8.98671655017423,3.1938525635009793
10260,7.954799625706135,3.92148938782946,8.737790531206969,2.994585931816337
10261,8.480199011803753,4.059694130020884,9.075537409062031,3.343232438042176
10262,8.677294403860298,4.0997906404188855,8.51936480244975,3.298530264163835
10263,8.585137482601878,4.048155780074628,8.867519458976776,3.1821626239377223
10264,8.51237155118846,4.1513431312373275,9.044005849525599,3.088592015603558
10265,7.864868270496963,4.058806549356609,9.16085889391372,3.107708506949703
10266,8.006838060120796,3.9467108514096276,9.074130660608379,2.9914185883633655
10267,8.712364264478342,3.7947115034060763,9.077402134275774,3.3120583585082466
10268,7.964868309614332,4.063183945228926,9.341323564719175,3.3974752638026735
10269,8.113901628184495,4.081688302855149,9.207319292492004,2.9989983388697916
10270,7.479429270536924,3.9074986356445978,9.32062192543969,3.7146830031061997
10271,7.4102954050681,3.9350426172958617,8.869385895882976,2.8412494137961337
10272,8.481714634937646,4.041260064616929,9.28513647601546,3.2439053635630453
10273,8.373849668513861,4.030688542908156,9.186802330313434,3.0427658814966483
10274,7.746655069324673,4.0881310231726875,9.129669183678246,2.8757211847351822
10275,8.464933571361065,3.9912737080363527,9.039293796973958,2.997893088285097
10276,7.97165673189137,3.998023760167358,9.01601090227702,2.9497573174089466
10277,8.259299648295205,4.002587996691892,9.15735285321274,3.11310090068115
10278,8.767334962456328,3.9904619327434894,9.335826203224215,3.2409790319039478
10279,8.528920176596369,3.9480551416604297,9.452327813792266,3.0638625266648205
10280,6.716967144451299,4.4895199713331335,8.514287707882218,2.851587996727398
10281,8.189190862748251,4.160254256276799,9.560158543860366,3.070935440524029
10282,8.575804539180586,4.219006727287154,9.018320257051247,2.9047128675763267
10283,7.6511841703062835,3.890812115615134,9.302769215276287,3.1514141913031524
10284,8.314558974466566,4.193164344675865,9.173473814414477,3.0357666982673925
10285,7.831568705433668,4.090121619963281,7.654338397976733,2.9746119203380554
10286,7.393803835167814,3.9600077762602104,8.704752527930648,3.214157723419883
10287,8.72223657324685,3.9045388908864362,9.44972537535187,2.944293523591823
10288,8.364338843008271,4.040920395624534,8.44146051426377,3.1288040166184055
10289,7.9068797734595035,4.083897002219306,9.000750365198728,2.957452222277653
10290,7.509687619201204,3.9469775660226287,9.12577132392801,3.0427650490829077
10291,7.681174243792779,3.9139553937558613,8.976046522315894,3.0338153246687547
10292,7.688854336981165,3.800021135854413,8.782457379843985,3.289315434188021
10293,5.255074051642721,3.746133578814907,9.289221388328453,3.3198282079728068
10294,8.013396290880273,4.1345035043512475,9.20300492798655,3.021749791039932
10295,8.262730454512713,4.051877737028619,8.798828172880114,3.0952923153833463
10296,7.618477324714963,3.9522984198964193,9.295879213571405,3.617537706736472
10297,7.974178788982214,3.938592759994391,9.453053057002368,3.322103546208184
10298,7.746772981038817,4.14935591078491,8.88058981343411,2.9799438347654226
10299,7.736368215122079,4.219887437791019,9.217191242233651,3.085006054561175
10300,8.208036961736918,4.023819723592137,8.791583265500545,3.1533434387322736
10301,8.206100909066947,4.070577433766079,9.102741761178555,2.975510207940392
10302,7.88920545589145,3.907218758671664,9.457097524216916,2.9926474374968444
10303,8.010280382317106,3.8680173331421983,9.383616977032176,2.785631284796886
10304,7.8648607225534715,3.922412408035659,8.992166593787426,2.9930944155541375
10305,8.51611561473486,4.03738302054195,9.472679405248785,3.1004823804531205
10306,8.373031460536257,4.052696226368006,9.094248028319067,3.0698275508115556
10307,7.82078154224191,3.9662024813080206,9.1717190301217,3.108285660093869
10308,8.368053666591743,4.032866292967152,9.228771485599468,3.268814182097596
10309,7.440679589123926,3.857923755845058,9.221742141930958,3.1057016129319432
10310,7.860395495717882,3.862217625669786,9.098378756364063,2.921930779932914
10311,7.915359580955865,3.8755725397653698,8.973957275694984,3.254490131061282
10312,7.816553263411457,3.983666424104276,8.945757574237147,3.0590152894480322
10313,8.577041162781743,4.063470197182235,9.381398666073489,2.7025809952747126
10314,7.998258382159822,4.095300759160305,9.227092930703675,2.7667842929977366
10315,8.540933028877884,4.104259695175727,9.089428638285469,3.1453529335795722
10316,7.95305044823861,4.055997642991932,8.985638439014899,3.0485571106041367
10317,7.966741044724082,4.255960981604861,10.105374952275161,2.628137835696112
10318,7.622013398286817,4.063594409761813,9.121234596924943,3.0308931711633713
10319,8.148531491039316,3.973118615567386,9.208535825818974,2.936637417637785
10320,8.276661340587804,4.055867172691808,8.844915144656584,2.922627964629724
10321,7.918778311955278,3.9579313175061994,8.94167653855855,3.1333783321457527
10322,7.963763266558082,4.182121588066946,7.934802676214625,3.109712811233058
10323,8.002740604097086,4.1465085049271915,8.870532102352858,2.9013703867863843
10324,7.433234909735242,4.005861653958779,8.961394379995747,2.982503138514593
10325,8.23530976808181,4.0427188893161325,8.781178472246008,3.1683274293524946
10326,8.219445148378233,3.860847187899002,8.776444800336968,3.236760973200124
10327,8.34199658467061,4.1172758043377815,9.055572025966313,3.2239516801537973
10328,7.994222859209295,4.000360900088999,8.548336925953285,3.0794425779021584
10329,7.970759312763941,3.9444393558571638,9.208973541867795,3.302428102013545
10330,8.271186568140216,4.179249271234807,9.890836931015015,3.251012956115876
10331,8.222773114941091,4.157950475071413,9.024482131765149,3.114351962241637
10332,8.400381674154934,3.9461899470980066,9.161866775016712,2.9499588949563473
10333,7.526811466268363,3.8129485001078205,8.981541451803235,3.262336582350001
10334,7.384593612843641,3.9085234797441277,9.14427860540399,2.996652682672505
10335,0.6572198463835397,2.5413821692715755,10.726701616832385,0.6968024207508297
10336,8.644328161433352,4.198854167049549,8.876745210412112,2.4451924983905933
10337,7.201197642803447,4.184973892254881,9.29413093612729,3.0247141199199823
10338,7.680062129683111,3.9338326577691656,9.083915351235344,3.171954358261104
10339,7.840229302944676,4.102423194435765,9.54001848340481,3.087092241749336
10340,8.392028096796832,4.0266272291075005,9.322550786617967,3.2958092654421844
10341,7.918706396954232,4.154954191464703,9.241238601904817,2.939298755527697
10342,8.349010074982951,4.2208942093412345,9.03141381527305,3.0624727135366383
10343,7.586955779424434,3.8027391739727534,9.02862173613492,2.99537079970738
10344,7.961855192594878,4.048689740640268,9.037305802312869,3.069475656158516
10345,5.805413906689081,3.7046537334381564,8.974689920805691,1.709823590210417
10346,7.6092142590025915,3.8382811892971955,9.199269642387936,3.0392280840150603
10347,7.458054543205595,3.823257899746437,8.992901767993548,3.194333056893673
10348,8.35276813164209,3.955331330178087,9.19404108961733,3.269168920314253
10349,7.568444829158475,3.46259103650959,9.684768147467523,4.021888208142455
10350,8.271313952849294,4.136129557183212,9.3177461048211,3.2003965592180994
10351,8.52216753454911,4.3039498140674,8.940025182413473,3.04355522770043
10352,8.375526818986373,4.250560616845437,8.946483948581097,2.973388898052752
10353,8.438727503797988,4.0754923445155455,9.082661935397219,3.1713781814483504
10354,8.366724294163319,4.1667036376111595,8.997405420506645,3.1458760266131343
10355,8.51580544960904,4.164998892248715,9.29149105089836,2.948735738412206
10356,7.591813151546176,3.763414782738446,9.066526096913064,3.073692931396865
10357,8.603262603989112,4.1425780583980325,9.128508110507385,3.083778781863166
10358,8.215933552515411,3.932811776618284,9.393468561167547,3.2014959627846666
10359,8.151532361087567,3.9546794883825283,8.799133738496288,3.0638455347910294
10360,8.535322346010785,3.9047573343920146,9.044862514090916,3.416321624565244
10361,8.406840024588446,3.950984822401319,9.456699168722997,3.014367298414398
10362,8.49525655628308,4.035273637057386,9.385518177974799,3.1196027607476067
10363,7.968521442189446,3.956434031017265,8.828731535947108,2.9130869702181768
10364,7.385895622610107,3.8442961266003635,8.92253571169067,2.9512402906826156
10365,8.285075057561128,4.053370987216287,8.780693087394967,2.977330536241388
10366,8.107314610896003,3.99226100530607,9.537084179558951,3.0683873115583977
10367,8.386870049232037,4.15263531086524,9.464660383332047,3.3931484396448117
10368,7.516642408234636,3.9392944161154846,8.937702618917486,2.9487639191871198
10369,7.975696552175125,4.140865299988139,8.905532166524454,2.997460381406479
10370,8.033133843996985,4.01347015394631,9.168009992319957,3.045507653631037
10371,7.859593840373098,3.9515142605730826,9.039275637333038,2.9948906487124
10372,8.20720309201337,4.115737987770528,8.868190797037393,3.0576875381077064
10373,8.156882346749045,4.120900466072802,9.310152357332045,3.184476480509951
10374,8.252148440752148,4.099066082178748,9.29543159314512,3.031905293777948
10375,4.1446519703108455,3.625374460400869,7.824439594278827,3.0295558888253473
10376,8.040603033746386,3.803781664764837,8.965755163975455,3.1545416508765753
10377,8.030939569694294,3.9497423935674547,8.629145179624084,2.83133679329018
10378,8.27946545298243,4.066643286499602,8.88892575280421,2.8488926957035954
10379,7.999400587082218,4.00117453542039,8.98946465062578,3.1073436741641527
10380,8.128859767084974,3.9460743343654454,9.680432930560388,3.126148074233239
10381,7.691570398847039,3.892639907096642,9.041784542686376,3.0873101470613484
10382,8.202482016537495,4.230053603461253,9.310006300809835,3.031381630264786
10383,8.245130624065895,3.9573901231501303,8.906044444738198,3.0819468691829086
10384,8.220642188094423,3.92496806465596,9.097576930786401,3.1108992598842247
10385,7.640491314382954,3.800013655306719,9.155923237721922,3.052181197803067
10386,8.004776533126176,3.8854127038659945,9.164935322906592,3.2440985039446883
10387,7.986314524670866,4.2321727275327135,9.27186293139966,2.90992147180598
