id,hhb,hbo2,ca,na
10041,8.2645035,4.1169415,8.956934,2.9805331
10042,8.274201,4.1687746,8.969979,2.9959884
10043,8.253518,4.129366,8.980463,2.99885
10044,8.230946,4.088855,8.939518,2.9759402
10045,8.3490505,4.1956177,9.013889,2.9949524
10046,8.244194,4.111456,8.966485,2.9896324
10047,8.217118,4.0843887,8.943542,2.981755
10048,7.9703546,4.052773,8.870093,3.0027468
10049,8.0339575,4.060766,8.905532,3.0064647
10050,8.012635,4.091601,8.888585,3.0092144
10051,8.233571,4.0912166,8.9320345,2.9715028
10052,8.097471,4.0582714,8.869866,2.971227
10053,8.085961,4.0474844,8.931409,3.002546
10054,8.233163,4.0954056,8.951207,2.9831061
10055,8.301594,4.156954,8.982501,2.992988
10056,8.226625,4.1507506,8.97074,3.0058537
10057,8.231489,4.0965853,8.956677,2.9857066
10058,8.292604,4.162704,8.987517,2.9984093
10059,8.201529,4.0974956,8.952591,2.992329
10060,8.13658,4.06702,8.912072,2.9835708
10061,8.154765,4.071023,8.897173,2.9731586
10062,8.021287,4.0487213,8.88921,2.9981415
10063,7.9569073,4.0668197,8.870062,3.0085256
10064,8.043811,4.054531,8.908663,3.0029652
10065,8.026753,4.045262,8.887462,2.9954534
10066,8.033023,4.0774965,8.911524,3.015577
10067,8.033848,4.046291,8.889024,2.993853
10068,8.323463,4.182474,8.99117,2.9920404
10069,8.19951,4.1344686,8.964149,3.0030267
10070,8.22689,4.0932126,8.959364,2.989749
10071,8.172176,4.079641,8.898022,2.9707813
10072,8.308632,4.17162,8.96844,2.9799666
10073,8.0414,4.104966,8.900318,3.0159314
10074,8.192107,4.0952096,8.947937,2.9925685
10075,8.29607,4.1742682,8.986134,2.9971979
10076,8.178848,4.0671,8.933305,2.984014
10077,8.155911,4.054687,8.913838,2.9763036
10078,8.294043,4.169093,8.978129,2.9942408
10079,8.234443,4.096182,8.953967,2.984105
10080,8.237502,4.093593,8.944275,2.9768207
10081,8.278022,4.14747,8.985307,2.999588
10082,8.290422,4.126824,8.960707,2.9774597
10083,8.069089,4.0544124,8.916467,2.9980655
10084,8.274767,4.1316314,8.981752,2.9947212
10085,8.250989,4.1178346,8.976452,2.9959083
10086,8.018479,4.092525,8.891761,3.0098665
10087,8.223735,4.1321588,8.973393,3.003241
10088,7.9762135,4.1328845,8.871145,3.0199091
10089,8.101638,4.058745,8.933378,2.9985003
10090,8.169232,4.120233,8.938382,2.9991665
10091,8.2579775,4.1108403,8.95568,2.9801958
10092,8.146549,4.0551963,8.924296,2.9862988
10093,8.019879,4.0939493,8.894435,3.011324
10094,8.047702,4.049992,8.889876,2.9913454
10095,8.310312,4.183499,9.003383,3.0021608
10096,8.231787,4.096303,8.950197,2.9825666
10097,8.138837,4.0672984,8.910003,2.9833019
10098,8.234847,4.1273375,8.96982,2.9987311
10099,8.165159,4.1201115,8.933745,2.9986753
10100,8.145137,4.069557,8.912144,2.9810593
10101,8.08656,4.0549984,8.897217,2.982388
10102,8.171648,4.0872064,8.886257,2.9685273
10103,8.132941,4.1160297,8.908891,2.994854
10104,8.217773,4.11992,8.965825,2.9999204
10105,8.277515,4.116002,8.957218,2.9763618
10106,8.235153,4.1349783,8.980245,3.0038638
10107,8.114578,4.052755,8.9165,2.989515
10108,8.11558,4.0464783,8.907551,2.982707
10109,8.013295,4.0904427,8.888685,3.00924
10110,8.249755,4.158051,8.974428,3.0031106
10111,8.018502,4.090718,8.891457,3.009777
10112,8.1027565,4.0512466,8.941521,3.004986
10113,8.138473,4.0687714,8.880617,2.9697082
10114,8.21527,4.1054993,8.962822,2.9956844
10115,8.144212,4.115685,8.920818,2.999137
10116,8.016426,4.0885987,8.889065,3.0084074
10117,8.230271,4.133832,8.97814,3.002844
10118,8.021927,4.0961986,8.8953285,3.01092
10119,7.973903,4.0534773,8.874335,3.0031712
10120,8.152663,4.0546746,8.921562,2.9823952
10121,8.14867,4.0696445,8.96391,2.9980135
10122,8.151836,4.0524454,8.918587,2.9796267
10123,8.18299,4.074772,8.897589,2.964601
10124,8.144849,4.0695996,8.9156685,2.9838624
10125,8.22353,4.0992317,8.940659,2.9805944
10126,8.020518,4.0921173,8.8945465,3.010326
10127,8.2461,4.1192813,8.975644,2.9954271
10128,8.2136,4.1199994,8.961587,2.9996378
10129,8.014279,4.108626,8.888298,3.0163982
10130,8.207526,4.1248503,8.963851,3.0013933
10131,8.237674,4.1589217,8.973912,3.0055244
10132,8.175294,4.0873504,8.890112,2.9689188
10133,8.227118,4.0937266,8.960106,2.9894643
10134,8.2716465,4.1274505,8.990545,2.9966054
10135,8.012048,4.0895443,8.8880205,3.0093093
10136,8.204457,4.074098,8.934091,2.9776695
10137,8.218459,4.0804396,8.935152,2.975062
10138,8.064564,4.0451474,8.917207,2.9993598
10139,8.214511,4.0864477,8.947366,2.9848816
10140,8.123958,4.0672793,8.915386,2.979191
10141,8.021259,4.0922275,8.892953,3.009533
10142,8.205515,4.122272,8.9599285,3.0013669
10143,8.309219,4.137184,8.989018,2.9868019
10144,8.097748,4.062384,8.935532,3.0030236
10145,8.047567,4.055378,8.910491,3.0034208
10146,8.237246,4.0940566,8.944823,2.977867
10147,8.019121,4.049835,8.886219,2.997638
10148,8.191719,4.123761,8.95448,3.0012174
10149,8.00473,4.054018,8.884393,3.0012665
10150,8.2171755,4.0899587,8.910985,2.965316
10151,8.247209,4.119968,8.978415,2.995996
10152,8.264485,4.122816,8.970856,2.9887793
10153,8.178891,4.075432,8.984464,3.0045896
10154,8.231565,4.0904026,8.936325,2.9749942
10155,8.168828,4.0784073,8.902113,2.9731252
10156,8.219946,4.0894933,8.955118,2.9890256
10157,7.9354696,4.071993,8.860607,3.0086508
10158,8.227635,4.094445,8.9633255,2.9911568
10159,8.06856,4.0480795,8.892562,2.987142
10160,8.14642,4.062091,8.877721,2.9617865
10161,8.314457,4.180934,8.999856,2.998403
10162,8.290591,4.1675167,8.991113,2.999843
10163,8.264832,4.121271,8.9681225,2.9864388
10164,8.126883,4.0432405,8.88937,2.9696023
10165,7.9929442,4.061276,8.887725,3.0078
10166,8.163545,4.085089,8.865473,2.959364
10167,8.139437,4.06766,8.9132395,2.9838705
10168,8.289479,4.1498127,8.980447,2.9943862
10169,8.297253,4.1701164,8.989322,2.9992266
10170,8.119641,4.051574,8.947713,3.003016
10171,8.19071,4.1419687,8.955544,3.0067806
10172,8.133149,4.0417275,8.9005165,2.971847
10173,8.287596,4.173452,8.984571,2.998854
10174,7.9305286,4.14322,8.864953,3.024394
10175,8.2246685,4.1015844,8.912435,2.9681778
10176,8.056255,4.034376,8.895564,2.9892023
10177,8.194544,4.106128,8.877136,2.9620306
10178,8.1843405,4.1235456,8.948513,2.9997563
10179,8.285243,4.137497,8.952377,2.976789
10180,7.9519615,4.061506,8.865955,3.006409
10181,8.141221,4.0690203,8.909066,2.9813266
10182,7.9893293,4.0541816,8.882103,3.0044787
10183,8.199537,4.090229,8.9433,2.9868498
10184,8.33697,4.151528,9.023944,2.997032
10185,8.167352,4.1323795,8.950469,3.0060241
10186,8.281022,4.1702733,8.987828,3.0021367
10187,8.301199,4.164431,8.982268,2.993641
10188,8.28786,4.1719985,8.993274,3.0029461
10189,8.285932,4.144245,9.0020895,3.0002847
10190,8.286636,4.1631527,8.980299,2.995271
10191,8.015612,4.0903506,8.89019,3.0099816
10192,8.141887,4.123319,8.919382,3.00061
10193,8.219834,4.090349,8.959593,2.9912157
10194,8.334847,4.1907635,9.011807,2.9985802
10195,8.193098,4.08773,8.894715,2.9656022
10196,8.250163,4.1202354,8.9781065,2.994894
10197,8.248814,4.125904,8.9750595,2.9976425
10198,8.206602,4.093311,8.9347,2.9811635
10199,8.22819,4.0913935,8.924111,2.9694302
10200,8.257371,4.121535,8.97616,2.9915879
10201,8.247258,4.150276,8.974127,3.0023901
10202,8.304172,4.178453,8.985333,2.9951215
10203,8.128085,4.0611234,8.932225,2.986326
10204,8.214177,4.122145,8.96242,3.0000708
10205,8.288852,4.1626425,8.979755,2.9946425
10206,8.233769,4.1483126,8.99567,3.0135808
10207,8.0797415,4.050457,8.849602,2.9657326
10208,8.047151,4.0557165,8.917658,3.0039446
10209,8.306201,4.1705112,8.996088,2.9988182
10210,8.165855,4.063035,8.917761,2.9774761
10211,8.283274,4.172691,8.984993,3.0001888
10212,8.079154,4.057176,8.890766,2.9805083
10213,8.040267,4.0495105,8.892717,2.9949465
10214,8.106305,4.1197515,8.903105,2.999424
10215,8.216727,4.1116195,8.964659,2.9972186
10216,8.21772,4.0862164,8.957445,2.9891167
10217,8.290005,4.1385527,8.98816,2.9936318
10218,8.260671,4.1096625,8.95533,2.9784338
10219,8.224253,4.090099,8.958352,2.988695
10220,8.189491,4.1373873,8.939652,2.9998546
10221,8.107096,4.082594,8.834628,2.960875
10222,8.198883,4.075722,8.944102,2.9861264
10223,8.117401,4.060742,8.8892565,2.9767528
10224,8.0557,4.046044,8.889401,2.9887757
10225,8.062395,4.0559645,8.92439,3.007852
10226,8.254431,4.1344376,8.98122,3.0012493
10227,8.232148,4.1135187,8.96879,2.994617
10228,8.300318,4.1720147,8.994579,2.9997187
10229,8.316112,4.1846704,8.99871,2.9980068
10230,8.273378,4.172644,8.988241,3.0035453
10231,8.228754,4.094031,8.949088,2.9819012
10232,8.161417,4.0579886,8.901302,2.968583
10233,8.260811,4.131568,8.982091,2.9988642
10234,8.2407055,4.100895,8.957853,2.9855762
10235,8.298751,4.168477,8.98055,2.993954
10236,8.0199995,4.090892,8.89215,3.0096748
10237,8.050765,4.070577,8.907131,3.0073142
10238,8.185833,4.0716124,8.916971,2.973623
10239,8.298441,4.1351733,8.976467,2.9848945
10240,8.142518,4.081314,8.868141,2.9658642
10241,8.230618,4.1012254,8.915793,2.9681966
10242,8.272021,4.1663766,8.987101,3.0045047
10243,8.013954,4.0794473,8.918285,3.0173068
10244,8.258689,4.1653533,8.972596,3.00024
10245,8.050732,4.0466886,8.893347,2.991401
10246,8.343238,4.188691,9.001337,2.9916358
10247,8.020199,4.0913377,8.895821,3.0107546
10248,8.229989,4.1203284,8.964922,2.9960368
10249,7.9400606,4.064535,8.861886,3.0076358
10250,8.10043,4.051713,8.866517,2.9652128
10251,8.15314,4.0728736,8.950777,2.9935167
10252,8.331588,4.19061,9.016087,3.0029426
10253,8.225427,4.1078615,8.965054,2.9944465
10254,8.185652,4.1328187,8.937739,2.9988034
10255,8.177458,4.1230593,8.944628,2.9999607
10256,8.2196245,4.101267,8.957338,2.9902132
10257,8.282681,4.1379485,8.981502,2.9950058
10258,8.112328,4.05887,8.8868475,2.9759672
10259,8.287652,4.158185,8.988101,2.999879
10260,7.9837413,4.0632815,8.881417,3.0078807
10261,8.219017,4.0880766,8.953537,2.9878106
10262,8.126487,4.062694,8.891776,2.9757442
10263,8.093475,4.0510283,8.886802,2.979515
10264,8.236423,4.114249,8.964944,2.9931953
10265,8.281926,4.1729116,8.989367,3.0023496
10266,8.146501,4.0677624,8.914895,2.9821265
10267,8.066718,4.045568,8.892303,2.9858067
10268,8.203201,4.121628,8.95829,3.0010793
10269,8.020218,4.0442867,8.884707,2.9960992
10270,8.186017,4.112957,8.944608,2.9977694
10271,8.081581,4.061895,8.929695,3.0053067
10272,8.053238,4.047558,8.895183,2.9907618
10273,8.247285,4.1203055,8.975284,2.993683
10274,8.188775,4.1261,8.953303,3.0021057
10275,8.070926,4.0285163,8.891227,2.9825127
10276,8.252826,4.14499,8.987336,3.0053258
10277,8.185589,4.1245947,8.945501,3.0005593
10278,8.094524,4.078425,8.920875,3.0088055
10279,8.091609,4.0454936,8.926212,2.9962614
10280,8.150754,4.056243,8.937912,2.9842374
10281,8.306831,4.178595,8.990413,2.9962697
10282,8.16824,4.128303,8.945157,3.004869
10283,8.296928,4.1689525,8.985054,2.9960885
10284,8.225227,4.109128,8.961327,2.991695
10285,8.266385,4.168472,8.98443,3.0035706
10286,7.97138,4.058654,8.87376,3.0054204
10287,8.299707,4.1473994,9.011692,3.00185
10288,8.212086,4.0831385,8.910146,2.9652538
10289,8.249411,4.1630616,8.978863,3.005113
10290,8.226669,4.131506,8.977395,3.0029109
10291,8.242552,4.1096077,8.9664345,2.9903924
10292,8.068169,4.0458937,8.888557,2.9829254
10293,8.131112,4.046544,8.912536,2.9820178
10294,8.343135,4.197148,9.02759,3.0047324
10295,8.15824,4.071623,8.875918,2.9603279
10296,8.202448,4.125277,8.962096,3.0015118
10297,8.107632,4.0589275,8.874194,2.970797
10298,8.265788,4.153046,8.979098,2.9998507
10299,7.95606,4.1647487,8.863251,3.0234334
10300,8.203355,4.07265,8.931905,2.9771025
10301,8.208496,4.123827,8.961771,3.0007513
10302,8.068351,4.0829897,8.941582,3.017452
10303,8.054515,4.0981107,8.886258,3.0046263
10304,7.9897885,4.062762,8.885172,3.006544
10305,8.221832,4.0916877,8.961664,2.9912903
10306,8.112863,4.0605545,8.884836,2.9750268
10307,8.290963,4.165685,8.982501,2.9955127
10308,8.201316,4.0865974,8.931836,2.9801662
10309,8.248326,4.136333,8.989515,3.003502
10310,8.081978,4.052677,8.896398,2.983359
10311,8.148365,4.076136,8.879778,2.9686415
10312,8.19448,4.140317,8.956282,3.0061698
10313,8.281631,4.160932,8.985423,2.9998033
10314,8.292243,4.1678786,8.992149,2.999972
10315,8.126717,4.0652027,8.911924,2.9858382
10316,8.22022,4.137411,8.9785,3.0066211
10317,8.065498,4.043326,8.914425,2.9971025
10318,8.022203,4.0932546,8.895012,3.0108232
10319,8.272735,4.143565,8.986539,2.9998052
10320,8.270137,4.1313605,8.981804,2.9965193
10321,8.221888,4.131375,8.961629,3.0004885
10322,8.250991,4.161821,8.978002,3.0040286
10323,8.174619,4.1264973,8.944825,3.0012615
10324,8.358828,4.200759,9.032633,3.0027475
10325,8.245934,4.110158,8.919003,2.9669297
10326,8.133359,4.0426383,8.889898,2.9678276
10327,8.200944,4.090228,8.946323,2.9884884
10328,8.212463,4.081057,8.932383,2.9749799
10329,8.063274,4.0382957,8.889739,2.9860225
10330,8.110822,4.0294356,8.908867,2.980145
10331,8.2310095,4.1040883,8.960887,2.9905722
10332,8.055697,4.06302,8.922025,3.0104501
10333,8.061579,4.0498004,8.859027,2.9718883
10334,8.278068,4.1426315,8.998032,3.0001395
10335,8.194752,4.0889864,8.908779,2.9715762
10336,8.338073,4.195354,9.026566,3.0057588
10337,8.352778,4.201741,9.032528,3.0041294
10338,8.054137,4.0401483,8.893022,2.990831
10339,8.244154,4.1616445,8.971193,3.003738
10340,8.22644,4.0955744,8.9625025,2.992077
10341,8.300395,4.1621494,8.989406,2.997399
10342,8.247817,4.1141944,8.970316,2.9921932
10343,8.066671,4.038678,8.873649,2.9760242
10344,8.197074,4.093011,8.948807,2.9915552
10345,8.17619,4.0808234,8.916033,2.9782321
10346,8.082863,4.0539265,8.932509,3.0063264
10347,8.087053,4.055113,8.881708,2.9755533
10348,8.256012,4.11772,8.97513,2.9950635
10349,8.280531,4.1621127,8.983889,2.9984715
10350,8.301027,4.1593733,8.983501,2.9943411
10351,8.276861,4.127067,8.961276,2.9799023
10352,8.317137,4.146502,8.988669,2.9839401
10353,8.282962,4.122376,8.952222,2.9741251
10354,8.155227,4.1283727,8.933246,3.0040011
10355,8.258712,4.124913,8.979912,2.9970763
10356,8.063098,4.051086,8.913225,2.9981248
10357,8.105643,4.1118107,8.881936,2.9905577
10358,8.201949,4.126171,8.95219,3.0004344
10359,8.076003,4.0478053,8.877639,2.9771197
10360,8.219984,4.1051116,8.959518,2.9928718
10361,8.120989,4.048891,8.939911,2.9938736
10362,8.235712,4.1004643,8.958973,2.9878147
10363,8.20131,4.091804,8.912799,2.9722037
10364,8.062139,4.0602636,8.926551,3.002615
10365,8.192585,4.071114,8.9357815,2.9815404
10366,8.27484,4.1605005,8.94383,2.979179
10367,8.28104,4.148819,8.990867,3.0011032
10368,7.950802,4.074165,8.871847,3.0118992
10369,8.169771,4.1376777,8.937328,3.0038419
10370,8.2937355,4.154364,8.980866,2.9943376
10371,8.22054,4.0894513,8.95638,2.9884653
10372,8.241447,4.107345,8.920169,2.9673936
10373,8.299909,4.1647444,8.984628,2.9957092
10374,8.200331,4.070282,8.927845,2.9747155
10375,8.158366,4.084405,8.87934,2.9677923
10376,8.097696,4.034534,8.885669,2.9731052
10377,8.159598,4.059492,8.90961,2.9745076
10378,8.242923,4.1089683,8.965401,2.9905255
10379,8.250913,4.1139283,8.97431,2.9933975
10380,8.204622,4.0940623,8.915849,2.9734886
10381,8.024188,4.073106,8.897,3.0094786
10382,8.276954,4.162835,8.989491,3.0033123
10383,8.086273,4.0471163,8.906201,2.9900799
10384,8.055759,4.0417128,8.867618,2.9760273
10385,8.1337185,4.0693474,8.952032,3.000679
10386,8.120016,4.041447,8.9000635,2.976776
10387,8.167126,4.1356463,8.926668,2.9992447
10388,8.040471,4.036022,8.885805,2.9893239
10389,8.268661,4.1391525,8.990809,3.0009716
10390,8.139558,4.12509,8.929675,3.003133
10391,8.143865,4.0649076,8.903792,2.9777415
10392,8.265982,4.1460943,8.98473,3.0011506
10393,8.197908,4.070481,8.938393,2.9813945
10394,8.308174,4.1810565,8.987529,2.9951365
10395,8.234306,4.1022,8.961974,2.9900544
10396,8.248118,4.1145043,8.971549,2.9935832
10397,8.014535,4.091249,8.889464,3.0100114
10398,8.240952,4.1127133,8.963667,2.9913685
10399,8.312096,4.185208,9.010163,3.0060556
10400,8.217221,4.131385,8.971646,3.0034094
10401,8.030211,4.03792,8.881603,2.9911196
10402,8.231968,4.1569533,8.96997,3.0051801
10403,8.296503,4.133625,8.99195,2.9898922
10404,8.091709,4.0385284,8.889509,2.9758089
10405,8.209863,4.08001,8.945624,2.984225
10406,8.018347,4.089223,8.890283,3.009224
10407,8.111791,4.0368557,8.89771,2.9761474
10408,8.235708,4.1132855,8.972916,2.9958196
10409,8.055235,4.0592985,8.918192,3.0054653
10410,8.036972,4.03461,8.886972,2.9902782
10411,8.175194,4.087053,8.894447,2.9698951
10412,8.13861,4.066706,8.912545,2.9832637
10413,8.293304,4.125482,8.965396,2.9774392
10414,8.244665,4.1595044,8.976208,3.0049438
10415,8.271384,4.1378736,8.988361,2.9970822
10416,8.152849,4.0571923,8.897629,2.970301
10417,8.183274,4.065682,8.929512,2.9797206
10418,8.015219,4.039991,8.878033,2.9935048
10419,8.212956,4.107168,8.961066,2.9960546
10420,8.24273,4.111942,8.966445,2.9917707
10421,7.9523616,4.0796504,8.878942,3.0151763
10422,8.29241,4.1335106,8.977012,2.9875143
10423,8.314277,4.179413,8.979817,2.9888217
10424,8.26773,4.11809,8.957202,2.980652
10425,8.243841,4.1224794,8.970936,2.994863
10426,8.142682,4.0462375,8.910671,2.9740689
10427,8.126127,4.031596,8.915185,2.979186
10428,8.0509405,4.069415,8.911935,3.0095272
10429,7.99201,4.048667,8.876376,2.999533
10430,8.265905,4.168839,8.986357,3.0050538
10431,8.067524,4.0478168,8.8921585,2.9871492
10432,8.010617,4.0549736,8.889264,3.00253
10433,8.234516,4.1355395,8.967703,3.000338
10434,8.220875,4.1387897,8.963781,3.0024593
10435,8.253988,4.1139107,8.972063,2.9898934
10436,8.106001,4.073792,8.8413725,2.957733
10437,8.016884,4.0927205,8.890383,3.0093887
10438,8.159627,4.072903,8.91587,2.980134
10439,8.29067,4.172776,8.984563,2.998024
10440,8.004932,4.067884,8.894454,3.0095587
10441,8.217518,4.1290474,8.966371,3.0021758
10442,8.067055,4.0315146,8.899176,2.9885852
10443,8.13408,4.0515,8.920876,2.9864774
10444,8.221036,4.0926228,8.959236,2.9907196
10445,8.039586,4.0429497,8.892367,2.992636
10446,8.2557125,4.1644382,8.975405,3.0017908
10447,8.010483,4.049876,8.887677,2.9974716
10448,7.980082,4.053601,8.874323,3.0018718
10449,8.054995,4.0967956,8.88991,3.0065515
10450,7.951694,4.0905385,8.875853,3.0170608
10451,8.240285,4.153247,8.981668,3.007447
10452,8.168792,4.064211,8.900841,2.9682915
10453,8.331963,4.1516066,9.019102,2.9955637
10454,8.063751,4.0364165,8.890575,2.9858844
10455,8.117785,4.03362,8.907385,2.9784906
10456,8.2445965,4.1063457,8.969937,2.992896
10457,7.9713693,4.122979,8.885705,3.0248454
10458,8.19523,4.0861797,8.918877,2.9751308
10459,8.071246,4.091119,8.918484,3.015239
10460,8.282596,4.1541467,8.989323,3.0007339
10461,8.192894,4.06798,8.925138,2.9751544
10462,8.03452,4.049978,8.890536,2.994512
10463,8.28525,4.1646276,8.986801,3.0003357
10464,8.096777,4.0592723,8.918315,2.990059
10465,8.202627,4.098971,8.94945,2.9915514
10466,8.274371,4.152993,8.9893875,3.0027401
10467,8.216822,4.107288,8.961836,2.9950132
10468,8.200225,4.093252,8.950326,2.9913194
10469,8.286688,4.145535,8.986806,2.9972363
10470,8.213924,4.134184,8.960897,3.002633
10471,8.286649,4.177244,8.997703,3.0052686
10472,8.019111,4.090216,8.891496,3.0096142
10473,8.028663,4.061663,8.905999,3.0083992
10474,8.28732,4.1379523,8.989456,2.9972134
10475,8.138333,4.065565,8.912493,2.983485
10476,8.021043,4.0917773,8.8954,3.0101435
10477,8.331765,4.1894474,9.0143175,3.0013287
10478,8.217804,4.132532,8.96192,3.0012834
10479,8.014698,4.09142,8.888724,3.009298
10480,8.238446,4.105601,8.963471,2.9899592
10481,8.304793,4.178384,8.987809,2.9954493
10482,7.91374,4.115176,8.858769,3.0203803
10483,8.139551,4.0776577,8.874923,2.967941
10484,8.016005,4.0514965,8.8966,3.0013149
10485,8.10992,4.0547757,8.891343,2.9778085
10486,8.220407,4.1413965,8.96008,3.00171
10487,8.299401,4.160018,8.987311,2.9969716
10488,8.013956,4.0905895,8.888946,3.0091946
10489,8.304982,4.1817684,9.000821,3.002104
10490,8.26175,4.1373825,8.984612,3.0012696
10491,8.292206,4.164405,8.991028,3.00097
10492,8.171045,4.12299,8.936889,2.9993238
10493,8.260473,4.140588,8.993542,3.0021214
10494,8.1700325,4.1197786,8.939034,2.9998221
10495,8.304587,4.1511054,9.013809,3.0012493
10496,8.071415,4.0392184,8.897657,2.9880042
10497,8.231354,4.096208,8.963588,2.9915752
10498,7.995802,4.0560546,8.88662,3.004804
10499,8.342742,4.1904116,9.000836,2.9919026
10500,8.122059,4.064613,8.880921,2.9718294
10501,8.01566,4.092641,8.890824,3.0101664
10502,8.129871,4.058495,8.874805,2.963153
10503,8.241945,4.1001916,8.933176,2.9715154
10504,8.222094,4.0847583,8.937162,2.9768367
10505,8.017553,4.090044,8.890113,3.0091457
10506,8.036313,4.063898,8.919924,3.0083504
10507,8.172026,4.1361585,8.939646,3.0041876
10508,7.99777,4.078463,8.895043,3.0151832
10509,8.025772,4.0619445,8.902739,3.0080478
10510,8.321187,4.1878004,9.009605,3.0020304
10511,8.227103,4.129277,8.964672,2.9992948
10512,8.2844095,4.1506,8.98629,2.998558
10513,8.192816,4.071434,8.9388,2.983518
10514,8.264373,4.157585,8.984001,3.0039506
10515,8.2182255,4.1112785,8.962678,2.9965172
10516,8.249923,4.1018233,8.969054,2.9894798
10517,8.244095,4.128064,8.971708,2.9964786
10518,8.143568,4.0452533,8.892496,2.966998
10519,8.083703,4.0535674,8.894887,2.9857912
10520,8.135696,4.125646,8.914682,3.0009718
10521,8.217264,4.0816026,8.944552,2.9809108
10522,8.202595,4.138963,8.961503,3.0063188
10523,8.012895,4.088498,8.887746,3.009223
10524,8.017445,4.0906787,8.892066,3.0094497
10525,8.195165,4.1231647,8.954048,3.00062
10526,8.053236,4.059033,8.915621,3.0043135
10527,8.242565,4.107056,8.968871,2.9931283
10528,8.315012,4.1405745,8.994325,2.9878294
10529,8.262306,4.1142693,8.966034,2.9851174
10530,7.919788,4.111303,8.862365,3.0202105
10531,8.354828,4.1962495,9.019352,2.9975588
10532,8.324616,4.1855803,9.002615,2.9970005
10533,8.271294,4.152124,8.984311,3.0012312
10534,8.017334,4.095301,8.892518,3.010218
10535,8.280858,4.158287,8.974603,2.993195
10536,8.280968,4.1105103,8.958845,2.9744992
10537,8.172776,4.1195555,8.936722,2.9960043
10538,8.017039,4.0500684,8.888828,2.9996057
10539,8.027176,4.049149,8.889267,2.9965262
10540,8.150086,4.071803,8.890725,2.971604
10541,8.224819,4.1333365,8.971488,3.0026665
10542,8.020008,4.090321,8.890976,3.0086312
10543,8.311115,4.1753855,8.996817,2.9972234
10544,8.218886,4.1130624,8.966166,2.9982967
10545,8.091221,4.0320835,8.894958,2.9802134
10546,8.19998,4.1435432,8.956955,3.0062034
10547,8.2158,4.1184087,8.965201,3.0001302
10548,8.1331005,4.082918,8.854976,2.9621046
10549,8.245534,4.1129065,8.9677305,2.9905508
10550,8.187264,4.140362,8.932336,2.9973338
10551,8.0345335,4.0448008,8.887107,2.9920332
10552,8.21075,4.1232743,8.9635105,3.0013747
10553,8.2133045,4.1402483,8.969766,3.0068362
10554,8.16875,4.1269965,8.944359,3.001285
10555,8.036295,4.051188,8.90065,2.999839
10556,8.206764,4.1471486,8.951077,3.0016885
10557,8.115767,4.058886,8.879729,2.9721217
10558,8.237559,4.1624084,8.972273,3.0056834
10559,8.018607,4.0906296,8.891007,3.0087786
10560,8.20545,4.108932,8.887019,2.967228
10561,8.23028,4.1450706,8.9633,3.000883
10562,8.258583,4.1579328,8.9829855,3.0047677
10563,8.251597,4.153168,8.975314,3.0018706
10564,8.154035,4.0707088,8.918036,2.9837112
10565,8.043776,4.0533834,8.9130125,3.0010557
10566,8.260136,4.1545234,8.978271,3.0010302
10567,8.0247755,4.06906,8.900115,3.0086112
10568,8.296747,4.165694,8.988762,2.9989073
10569,8.180349,4.1316633,8.938687,3.000015
10570,8.27265,4.15334,8.979805,2.9982274
10571,8.32689,4.1872063,9.002396,2.9961495
